idx,stop,node_idx,arrival
0,0,0,0
0,1,1,13.0
0,2,0,24
3,0,0,0
3,1,4,7.0
3,2,0,24
8,0,0,0
8,1,9,6.0
8,2,0,24
11,0,0,0
11,1,12,13.0
11,2,0,24
14,0,0,0
14,1,15,12.0
14,2,0,24
32,0,0,0
32,1,33,8.0
32,2,0,24
46,0,0,0
46,1,32,11.0
46,2,21,11.422558896054973
46,3,20,12.0
46,4,3,12.563036195213762
46,5,30,12.97369598647455
46,6,0,24
51,0,0,0
51,1,14,13.0
51,2,35,13.209407018550241
51,3,24,13.86177536704524
51,4,7,14.397151041091576
51,5,0,24
60,0,0,0
60,1,5,9.0
60,2,28,11.0
60,3,24,13.0
60,4,0,24
66,0,0,0
66,1,22,12.314925674033685
66,2,11,12.962753675694092
66,3,0,24
68,0,0,0
68,1,8,9.0
68,2,17,10.017108394579441
68,3,26,10.538100270184604
68,4,23,11.101848919434241
68,5,0,24
72,0,0,0
72,1,13,15.514819754248101
72,2,6,16.069957915425785
72,3,34,17.083605505948057
72,4,27,18.0
72,5,0,24
82,0,0,0
82,1,2,14.911117281240362
82,2,10,17.478450061588262
82,3,0,24
89,0,0,0
89,1,29,6.0
89,2,19,9.067053228332755
89,3,31,10.0
89,4,0,24
93,0,0,0
93,1,25,8.0
93,2,23,9.682712928841635
93,3,18,18.0
93,4,16,19.0
93,5,0,24
