idx,stop,node_idx,arrival
1,0,0,0
1,1,33,8.0
1,2,14,13.0
1,3,28,19.0
1,4,0,24
2,0,0,0
2,1,6,11.0
2,2,15,12.0
2,3,34,21.0
2,4,0,24
4,0,0,0
4,1,24,13.0
4,2,32,15.832778185076162
4,3,22,16.271091297459368
4,4,20,20.0
4,5,0,24
5,0,0,0
5,1,4,7.0
5,2,26,7.394493197062362
5,3,21,14.0
5,4,0,24
8,0,0,0
8,1,7,13.0
8,2,5,13.353496607984109
8,3,35,15.0
8,4,0,24
10,0,0,0
10,1,27,10.0
10,2,12,13.0
10,3,25,13.73347949917552
10,4,0,24
11,0,0,0
11,1,1,13.0
11,2,11,13.132808620859297
11,3,30,13.590914517726759
11,4,0,24
13,0,0,0
13,1,23,6.0
13,2,16,11.0
13,3,18,12.257250355006715
13,4,3,15.0
13,5,0,24
14,0,0,0
14,1,17,9.0
14,2,10,12.0
14,3,2,15.0
14,4,0,24
15,0,0,0
15,1,13,13.0
15,2,9,13.11367120475586
15,3,31,18.0
15,4,0,24
17,0,0,0
17,1,19,9.0
17,2,29,9.5625854074251
17,3,8,17.0
17,4,0,24
