idx,stop,node_idx,arrival
3,0,0,0
3,1,4,6.0
3,2,0,24
4,0,0,0
4,1,5,13.0
4,2,0,24
21,0,0,0
21,1,22,9.0
21,2,0,24
24,0,0,0
24,1,25,6.0
24,2,0,24
41,0,0,0
41,1,24,7.0
41,2,13,14.0
41,3,26,18.403390992144306
41,4,11,19.0
41,5,0,24
56,0,0,0
56,1,19,9.0
56,2,30,10.515313079320823
56,3,17,11.724776382027066
56,4,6,12.402707637128515
56,5,0,24
59,0,0,0
59,1,7,7.0
59,2,18,8.125855027219007
59,3,2,12.0
59,4,11,13.768309164698186
59,5,0,24
61,0,0,0
61,1,27,6.0
61,2,10,9.0
61,3,20,11.0
61,4,0,24
66,0,0,0
66,1,9,10.0
66,2,21,13.0
66,3,14,13.254525216236502
66,4,12,15.324948227583745
66,5,0,24
73,0,0,0
73,1,3,9.670789965944461
73,2,23,11.861407666346668
73,3,29,13.0
73,4,28,14.896538872971984
73,5,0,24
75,0,0,0
75,1,16,10.0
75,2,15,13.0
75,3,0,24
80,0,0,0
80,1,8,11.749626528445162
80,2,1,12.0
80,3,28,13.790870569298207
80,4,0,24
