idx,stop,node_idx,arrival
0,0,0,0
0,1,1,9.0
0,2,0,24
1,0,0,0
1,1,2,12.0
1,2,0,24
4,0,0,0
4,1,5,7.0
4,2,0,24
6,0,0,0
6,1,7,11.0
6,2,0,24
7,0,0,0
7,1,8,9.0
7,2,0,24
8,0,0,0
8,1,9,8.0
8,2,0,24
10,0,0,0
10,1,11,11.0
10,2,0,24
11,0,0,0
11,1,12,12.0
11,2,0,24
12,0,0,0
12,1,13,11.0
12,2,0,24
15,0,0,0
15,1,16,11.0
15,2,0,24
19,0,0,0
19,1,20,11.0
19,2,0,24
20,0,0,0
20,1,21,8.0
20,2,0,24
21,0,0,0
21,1,22,6.0
21,2,0,24
22,0,0,0
22,1,23,6.0
22,2,0,24
23,0,0,0
23,1,24,7.0
23,2,0,24
24,0,0,0
24,1,25,13.0
24,2,0,24
26,0,0,0
26,1,27,13.0
26,2,0,24
31,0,0,0
31,1,32,9.0
31,2,0,24
32,0,0,0
32,1,33,6.0
32,2,0,24
36,0,0,0
36,1,37,8.0
36,2,0,24
38,0,0,0
38,1,39,10.0
38,2,0,24
39,0,0,0
39,1,40,6.0
39,2,0,24
40,0,0,0
40,1,41,11.0
40,2,0,24
41,0,0,0
41,1,42,9.0
41,2,0,24
43,0,0,0
43,1,44,10.0
43,2,0,24
46,0,0,0
46,1,47,11.0
46,2,0,24
52,0,0,0
52,1,53,11.0
52,2,0,24
53,0,0,0
53,1,54,11.0
53,2,0,24
54,0,0,0
54,1,55,12.0
54,2,0,24
56,0,0,0
56,1,57,10.0
56,2,0,24
63,0,0,0
63,1,45,8.0
63,2,35,13.0
63,3,18,13.51882117746235
63,4,0,24
66,0,0,0
66,1,59,7.0
66,2,14,8.0
66,3,10,10.0
66,4,31,10.625882326233828
66,5,51,11.539891619410778
66,6,0,24
67,0,0,0
67,1,56,9.0
67,2,46,12.0
67,3,49,13.0
67,4,3,13.556929668584722
67,5,10,14.980971479486037
67,6,0,24
74,0,0,0
74,1,26,8.886621254122794
74,2,48,12.0
74,3,52,13.028245545974897
74,4,50,13.990069886801823
74,5,29,16.0
74,6,0,24
75,0,0,0
75,1,28,10.0
75,2,58,11.0
75,3,48,13.370048492796567
75,4,52,14.398294038771464
75,5,0,24
77,0,0,0
77,1,6,10.0
77,2,38,10.10090206666914
77,3,52,11.173894647601092
77,4,60,13.0
77,5,0,24
80,0,0,0
80,1,30,10.151709675395516
80,2,17,10.43888214014591
80,3,19,11.0
80,4,34,11.685296038392561
80,5,0,24
84,0,0,0
84,1,43,6.0
84,2,36,9.0
84,3,15,10.53125745202114
84,4,4,16.41152086800128
84,5,56,17.0
84,6,0,24
