idx,stop,node_idx,arrival
0,0,0,0
0,1,19,9.0
0,2,29,9.5625854074251
0,3,8,17.0
0,4,0,24
1,0,0,0
1,1,7,14.281264425269462
1,2,5,14.634761033253566
1,3,26,15.0
1,4,0,24
3,0,0,0
3,1,24,13.0
3,2,28,14.264552207299374
3,3,35,15.0
3,4,0,24
4,0,0,0
4,1,33,16.0
4,2,16,16.11965108999275
4,3,18,16.608559341034248
4,4,27,17.40274991865511
4,5,0,24
5,0,0,0
5,1,4,7.0
5,2,14,13.0
5,3,23,13.104754529399901
5,4,0,24
6,0,0,0
6,1,31,10.0
6,2,6,11.0
6,3,15,20.0
6,4,0,24
9,0,0,0
9,1,17,9.0
9,2,2,9.712801698623817
9,3,10,12.0
9,4,0,24
11,0,0,0
11,1,3,7.0
11,2,11,11.0
11,3,1,13.0
11,4,30,16.0
11,5,0,24
12,0,0,0
12,1,34,13.0
12,2,13,13.71091517205505
12,3,9,14.0
12,4,0,24
16,0,0,0
16,1,25,16.0
16,2,12,21.0
16,3,0,24
17,0,0,0
17,1,22,9.0
17,2,32,11.0
17,3,21,14.0
17,4,20,20.0
17,5,0,24
