idx,stop,node_idx,arrival
0,0,0,0
0,1,38,11.0
0,2,8,12.766280966643114
0,3,21,13.312094179290414
0,4,44,13.744867039399454
0,5,0,24
1,0,0,0
1,1,45,9.0
1,2,4,9.394635253228326
1,3,42,18.0
1,4,24,19.0
1,5,0,24
2,0,0,0
2,1,31,10.379790029062722
2,2,22,11.206042837964699
2,3,41,12.0
2,4,0,24
4,0,0,0
4,1,36,6.0
4,2,33,13.0
4,3,29,14.0
4,4,34,14.655232877898865
4,5,0,24
8,0,0,0
8,1,6,7.0
8,2,14,11.0
8,3,12,13.0
8,4,0,24
9,0,0,0
9,1,13,15.862004609727002
9,2,39,16.351826623393755
9,3,1,17.0
9,4,0,24
11,0,0,0
11,1,5,6.0
11,2,2,9.0
11,3,20,9.39623931110242
11,4,0,24
12,0,0,0
12,1,17,12.0
12,2,9,15.0
12,3,35,18.0
12,4,0,24
14,0,0,0
14,1,23,11.0
14,2,32,13.0
14,3,40,13.645341327439432
14,4,0,24
16,0,0,0
16,1,10,12.0
16,2,19,13.305468619660395
16,3,37,13.589885064869044
16,4,7,14.95423054135006
16,5,0,24
18,0,0,0
18,1,18,10.0
18,2,43,10.502440863219064
18,3,27,18.0
18,4,0,24
20,0,0,0
20,1,28,6.885315168913991
20,2,16,13.0
20,3,11,13.127868358910593
20,4,15,13.49295510461455
20,5,0,24
22,0,0,0
22,1,3,12.0
22,2,25,14.589792532224862
22,3,26,15.0
22,4,30,15.4057156638973
22,5,0,24
