idx,stop,node_idx,arrival
1,0,0,0
1,1,21,13.0
1,2,1,13.229652982859733
1,3,20,19.0
1,4,0,24
2,0,0,0
2,1,18,8.51395525755887
2,2,8,8.837257223897492
2,3,14,9.0
2,4,7,15.0
2,5,0,24
4,0,0,0
4,1,16,10.0
4,2,4,14.0
4,3,0,24
6,0,0,0
6,1,24,7.0
6,2,23,13.865044489177702
6,3,27,14.0
6,4,28,15.543321846695353
6,5,0,24
7,0,0,0
7,1,25,6.0
7,2,19,17.0
7,3,0,24
8,0,0,0
8,1,3,8.0
8,2,9,10.0
8,3,30,16.0
8,4,0,24
9,0,0,0
9,1,6,10.713663730813302
9,2,17,11.39159498591475
9,3,2,12.0
9,4,0,24
10,0,0,0
10,1,5,13.0
10,2,15,13.368507302587496
10,3,0,24
13,0,0,0
13,1,11,11.0
13,2,26,11.59660900785569
13,3,13,12.523899101166329
13,4,29,16.66181924326983
13,5,12,18.0
13,6,0,24
15,0,0,0
15,1,22,9.0
15,2,10,17.0
15,3,0,24
