idx,stop,node_idx,arrival
21,0,0,0
21,1,22,10.0
21,2,0,24
36,0,0,0
36,1,11,7.0
36,2,14,13.013832915838421
36,3,20,13.83953603444943
36,4,15,15.46667722729099
36,5,12,16.0
36,6,0,24
40,0,0,0
40,1,10,8.0
40,2,2,9.0
40,3,18,10.0
40,4,25,14.0
40,5,0,24
42,0,0,0
42,1,1,13.0
42,2,21,14.804136340681978
42,3,4,15.120581868111945
42,4,13,16.101192690148963
42,5,0,24
50,0,0,0
50,1,17,10.0
50,2,8,12.50365675293611
50,3,24,14.069346200795877
50,4,7,14.676600978182755
50,5,0,24
68,0,0,0
68,1,6,10.0
68,2,16,10.342660051254924
68,3,5,13.0
68,4,0,24
80,0,0,0
80,1,12,11.032709047842648
80,2,3,12.121113644916015
80,3,23,13.0
80,4,0,24
81,0,0,0
81,1,9,6.0
81,2,18,10.0
81,3,19,11.0
81,4,0,24
